SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 5 groups, collapsed","Owned: Owned outright","Owned: Owns with a mortgage or loan or shared ownership","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord","Private rented","Living rent free","Total",
"Data Zone (2022)",
"S01015606",92,64,1,19,1,175,
"S01015607",135,128,31,17,3,315,
"S01015608",209,164,42,21,2,437,
"S01015609",79,194,3,14,0,290,
"S01015610",29,175,1,4,0,210,
"S01015611",101,84,61,16,8,270,
"S01015612",96,76,9,12,4,196,
"S01015613",188,163,99,30,0,481,
"S01015614",235,176,13,26,5,450,
"S01015615",120,144,11,41,3,319,
"S01015616",86,97,70,25,4,280,
"S01015617",116,101,76,103,4,401,
"S01015618",191,158,4,33,4,390,
"S01015619",204,155,18,37,5,418,
"S01015620",124,111,72,48,6,364,
"S01015621",100,91,140,28,11,362,
"S01015622",183,155,115,32,8,495,
"S01015623",156,88,9,10,0,266,
"S01015624",51,83,31,44,4,213,
"S01015625",157,85,38,41,4,321,
"S01015626",139,105,95,39,5,375,
"S01015627",128,102,105,38,6,379,
"S01015628",101,61,79,43,3,288,
"S01015629",169,99,23,26,4,318,
"S01015630",74,42,142,15,8,281,
"S01015631",151,99,35,18,6,309,
"S01015632",190,139,20,36,5,390,
"S01015633",139,135,90,38,9,407,
"S01015634",91,85,114,46,1,339,
"S01015635",119,123,108,38,4,392,
"S01015636",72,61,144,17,0,296,
"S01015637",61,89,145,26,3,324,
"S01015638",82,87,102,16,6,297,
"S01015639",167,117,192,61,10,547,
"S01015640",76,48,116,26,2,268,
"S01015641",197,84,39,24,4,351,
"S01015642",91,81,108,12,3,295,
"S01015643",156,114,19,37,10,339,
"S01015644",65,79,72,31,3,252,
"S01015645",34,27,339,30,4,435,
"S01015646",95,74,149,37,1,356,
"S01015647",60,53,98,19,2,236,
"S01015648",66,82,248,36,3,435,
"S01015649",39,34,139,13,3,232,
"S01015650",105,126,113,48,1,393,
"S01015651",112,98,132,31,0,370,
"S01015652",115,128,185,37,4,469,
"S01015653",85,127,174,70,4,461,
"S01015654",114,131,95,30,6,377,
"S01015655",207,126,10,12,4,357,
"S01015656",81,77,144,56,2,360,
"S01015657",95,105,106,54,4,367,
"S01015658",109,75,134,101,10,432,
"S01015659",105,100,21,31,4,259,
"S01015660",90,90,77,148,0,405,
"S01015661",161,167,35,39,2,405,
"S01015662",112,111,38,36,5,300,
"S01015663",165,71,4,6,2,248,
"S01015664",125,54,29,5,3,213,
"S01015665",103,76,220,30,10,439,
"S01015666",128,104,67,31,1,326,
"S01015667",107,98,151,24,0,381,
"S01015668",83,90,50,24,4,247,
"S01015669",156,108,79,47,3,396,
"S01015670",112,86,80,26,0,301,
"S01015671",91,89,105,71,5,362,
"S01015672",92,115,43,39,1,290,
"S01015673",145,259,4,15,4,426,
"S01015674",72,133,0,17,0,224,
"S01015675",206,113,2,6,0,328,
"S01015676",85,190,3,22,0,297,
"S01015677",150,153,0,12,1,314,
"S01015678",146,92,0,16,1,255,
"S01015679",131,92,1,14,1,239,
"S01015680",116,69,18,23,2,229,
"S01015681",55,86,145,19,6,310,
"S01015682",48,88,233,29,4,398,
"S01015683",50,60,304,21,6,441,
"S01015684",51,29,241,32,3,356,
"S01015685",65,78,82,21,5,252,
"S01015686",38,149,29,24,0,240,
"S01015687",33,171,76,15,1,300,
"S01015688",24,34,180,10,0,252,
"S01015689",34,26,106,79,0,247,
"S01015690",35,52,193,18,4,298,
"S01015691",37,56,238,40,2,372,
"S01015692",99,180,151,41,7,475,
"S01015693",60,55,196,58,8,381,
"S01015694",88,68,118,170,5,449,
"S01015695",101,82,86,77,4,349,
"S01015696",120,64,31,43,3,260,
"S01015697",118,170,130,104,10,532,
"S01015698",122,129,102,67,2,425,
"S01015699",253,103,6,14,3,379,
"S01015700",183,80,2,40,8,311,
"S01015701",138,88,11,23,4,263,
"S01015702",127,186,22,82,4,419,
"S01015703",151,109,9,33,4,304,
"S01015704",167,145,3,11,5,331,
"S01015705",121,92,3,5,2,227,
"S01015706",43,136,0,4,1,188,
"S01015707",39,161,0,6,1,207,
"S01015708",166,91,6,10,2,275,
"S01015709",157,126,119,54,5,461,
"S01015710",73,68,65,25,5,239,
"S01015711",77,115,35,10,2,243,
"S01015712",77,226,5,9,3,321,
"S01015713",24,164,4,11,0,206,
"S01015714",109,157,34,22,2,324,
"S01015715",243,140,59,26,13,478,
"S01015716",118,98,124,19,4,363,
"S01015717",136,124,86,29,6,381,
"S01015718",139,126,1,3,0,264,
"S01015719",107,131,2,14,4,259,
"S01015720",158,83,12,22,5,280,
"S01015721",145,89,3,6,0,246,
"S01015722",157,114,125,37,4,437,
"S01015723",87,121,113,21,4,349,
"S01015724",128,107,94,22,3,357,
"S01015725",201,116,30,16,5,367,
"S01015726",188,90,33,36,4,351,
"S01015727",169,72,7,34,0,285,
"S01015728",214,159,11,12,4,406,
"S01015729",249,150,4,27,2,430,
"S01015730",242,162,44,22,4,472,
"S01015731",225,99,160,68,12,564,
"S01015732",176,95,2,11,3,288,
"S01015733",148,85,5,3,2,242,
"S01015734",249,135,5,8,5,401,
"S01015735",129,91,13,9,0,242,
"S01015736",164,162,1,2,2,331,
"S01015737",102,149,21,10,3,287,
"S01015738",177,155,4,10,1,346,
"S01015739",158,85,1,11,1,257,
"S01015740",188,92,57,24,8,365,
"S01015741",217,185,1,5,0,410,
"S01015742",183,128,30,10,4,355,
"S01015743",195,151,25,19,2,392,
"S01015744",169,125,2,8,2,307,
"S01015745",157,89,3,5,3,257,
"S01015746",154,110,1,6,4,275,
"S01015747",166,228,15,30,4,443,
"S01015748",194,155,1,11,2,367,
"S01015749",186,170,2,12,3,376,
"S01015750",102,77,88,21,7,295,
"S01015751",189,158,1,11,2,353,
"S01015752",172,146,4,3,2,326,
"S01015753",158,124,1,10,3,301,
"S01015754",215,178,17,3,3,418,
"S01015755",172,172,7,19,4,374,
"S01015756",196,144,22,16,5,383,
"S01015757",121,141,11,9,1,290,
"S01015758",200,115,6,42,0,364,
"S01015759",99,71,4,2,0,174,
"S01015760",196,169,0,9,0,375,
"S01015761",149,91,0,0,2,244,
"S01015762",216,71,3,12,3,305,
"S01015763",224,121,2,9,1,353,
"S01015764",184,135,3,33,5,360,
"S01015765",221,113,1,3,1,339,
"S01015766",136,122,1,11,2,276,
"S01015767",138,90,2,8,0,238,
"S01015768",188,111,11,16,2,330,
"S01015769",145,127,5,18,0,289,
"S01015770",185,143,32,16,6,386,
"S01015771",201,114,10,11,5,341,
"S01015772",199,157,49,30,2,439,
"S01015773",196,122,0,5,3,329,
"S01015774",224,141,3,26,5,399,
"S01015775",142,139,5,9,1,294,
"S01015776",248,165,12,16,5,445,
"S01015777",207,136,16,5,2,368,
"S01015778",162,126,1,9,5,301,
"S01015779",161,148,12,8,3,332,
"S01015780",181,109,1,35,4,328,
"S01015781",208,115,4,7,3,335,
"S01015782",191,76,0,12,3,286,
"S01015783",156,136,5,11,0,302,
"S01015784",104,87,0,6,2,201,
"S01015785",226,128,33,14,0,404,
"S01015786",189,143,27,33,4,396,
"S01015787",121,106,23,20,4,277,
"S01015788",155,113,112,68,3,451,
"S01015789",134,128,105,46,3,422,
"S01015790",129,156,149,51,5,490,
"S01015791",136,112,124,35,4,414,
"S01015792",65,130,44,18,0,257,
"S01015793",42,175,2,6,4,226,
"S01015794",139,138,0,19,0,293,
"S01015795",183,128,6,17,3,333,
"S01015796",149,153,1,15,1,320,
"S01015797",219,107,4,19,5,352,
"S01015798",199,113,4,13,3,328,
"S01015799",246,124,8,25,4,409,
"S01015800",145,103,1,8,0,259,
"S01015801",178,160,4,39,3,383,
"S01015802",184,150,4,9,1,348,
"S01015803",194,101,24,14,1,336,
"S01015804",140,157,41,25,8,369,
"S01015805",86,63,93,16,0,254,
"S01015806",140,92,33,20,2,289,
"S01015807",171,90,0,1,1,263,
"S01015808",149,108,3,3,0,266,
"S01015809",210,165,0,14,3,394,
"S01015810",201,124,1,16,2,344,
"S01015811",172,142,1,35,1,351,
"S01015812",178,105,1,10,3,301,
"S01015813",120,159,5,6,0,290,
"S01015814",183,119,25,15,5,345,
"S01015815",124,120,113,48,5,406,
"S01015816",164,129,99,68,8,466,
"S01015817",111,86,130,79,4,412,
"S01015818",122,82,16,7,0,224,
"S01015819",141,96,0,5,4,246,
"S01015820",122,80,78,42,3,324,
"S01015821",133,96,41,66,4,337,
"S01015822",79,104,61,79,8,331,
"S01015823",102,135,39,13,4,294,
"S01015824",157,119,58,75,4,413,
"S01015825",37,56,307,18,5,426,
"S01015826",66,70,204,36,4,380,
"S01015827",57,55,145,14,1,272,
"S01015828",80,72,79,15,5,251,
"S01015829",63,39,105,31,4,242,
"S01015830",191,116,3,3,3,312,
"S01015831",170,115,2,6,0,293,
"S01015832",166,135,104,44,2,451,
"S01015833",95,181,17,24,2,315,
"S01015834",50,233,2,12,2,299,
"S01015835",42,136,1,2,1,185,
"S01015836",63,151,1,2,0,217,
"S01015837",37,92,16,1,2,147,
"S01015838",127,167,128,16,3,434,
"S01015839",101,114,89,11,4,315,
"S01015840",130,100,87,16,0,332,
"S01015841",139,107,69,15,5,333,
"S01015842",116,117,54,24,1,312,
"S01015843",159,124,99,39,4,417,
"S01015844",79,102,77,24,7,287,
"S01015845",139,120,147,39,8,453,
"S01015846",161,111,1,11,0,284,
"S01015847",240,129,44,11,2,423,
"S01015848",144,98,12,17,2,277,
"S01015849",145,105,56,24,3,335,
"S01015850",151,157,62,13,3,387,
"S01015851",135,128,5,11,2,286,
"S01015852",111,90,191,47,4,443,
"S01015853",116,111,135,22,6,386,
"S01015854",182,197,35,21,3,433,
"S01015855",79,117,12,11,4,223,
"S01015856",73,70,62,7,0,210,
"S01015857",49,168,40,15,2,276,
"S01015858",86,67,63,8,5,231,
"S01015859",73,76,128,24,4,304,
"S01015860",81,93,153,21,1,349,
"S01015861",82,146,111,31,9,378,
"S01015862",78,87,143,34,9,352,
"S01015863",96,130,107,29,5,366,
"S01015864",52,215,54,9,1,336,
"S01015865",46,193,8,15,0,260,
"S01015866",108,95,15,18,1,237,
"S01015867",96,139,118,41,5,399,
"S01015868",109,80,54,12,4,259,
"S01015869",113,95,34,13,3,262,
"S01015870",97,77,37,8,4,226,
"S01015871",113,118,63,60,11,369,
"S01015872",161,122,76,39,2,400,
"S01015873",127,101,100,39,4,371,
"S01015874",160,73,24,25,0,278,
"S01015875",85,82,4,1,0,172,
"S01015876",101,63,0,4,1,169,
"S01015877",166,90,7,8,2,273,
"S01015878",151,162,91,140,4,550,
"S01015879",112,113,27,34,2,289,
"S01015880",141,145,110,79,5,486,
"S01015881",131,151,148,99,11,537,
"S01015882",115,107,43,91,11,370,
"S01015883",86,81,137,39,5,348,
"S01015884",83,116,185,68,2,454,
"S01015885",98,57,34,20,2,210,
"S01015886",94,95,142,23,9,363,
"S01015887",100,132,92,32,6,362,
"S01015888",120,123,146,73,6,468,
"S01015889",152,112,54,22,4,344,
"S01015890",95,92,65,19,4,275,
"S01015891",69,77,156,26,3,334,
"S01015892",67,107,169,28,2,376,
"S01015893",69,168,18,27,0,282,
"S01015894",47,188,44,24,3,306,
"S01015895",94,92,101,12,1,302,
"S01015896",46,71,177,11,4,305,
"S01015897",72,60,158,15,2,303,
"S01015898",76,79,175,19,6,354,
"S01015899",83,80,77,14,1,254,
"S01015900",48,74,158,32,5,314,
"S01015901",170,92,164,32,7,468,
"S01015902",90,74,112,13,4,293,
"S01015903",90,71,126,12,1,302,
"S01015904",38,57,133,16,4,248,
"S01015905",78,143,43,36,3,300,
"S01015906",48,142,12,24,3,226,
"S01015907",124,69,92,23,0,313,
"S01015908",190,160,126,35,7,521,
"S01015909",110,83,11,6,0,212,
"S01015910",158,164,34,14,2,372,
"S01015911",140,96,82,25,6,349,
"S01015912",143,116,46,16,2,321,
"S01015913",154,104,3,10,2,273,
"S01015914",52,52,114,6,3,230,
"S01015915",60,75,194,20,13,362,
"S01015916",64,64,136,20,4,284,
"S01015917",75,63,116,15,1,270,
"S01015918",213,138,17,35,2,402,
"S01015919",108,93,71,12,4,285,
"S01015920",51,199,35,16,0,298,
"S01015921",40,173,29,11,1,254,
"S01015922",101,148,10,17,2,279,
"S01015923",152,128,77,49,9,415,
"S01015924",69,80,226,13,4,392,
"S01015925",85,106,176,13,6,393,
"S01015926",176,132,23,17,5,352,
"S01015927",78,53,149,19,8,303,
"S01015928",94,159,23,21,2,298,
"S01015929",60,170,10,4,1,242,
"S01015930",47,164,81,18,3,311,
"S01015931",55,172,41,9,1,278,
"S01015932",103,109,160,11,3,383,
"S01015933",158,103,100,21,1,385,
"S01015934",42,91,49,8,1,194,
"S01015935",58,62,94,21,0,237,
"S01015936",91,87,118,65,5,367,
"S01015937",118,90,30,47,20,305,
"S01015938",73,81,63,14,2,233,
"S01015939",113,73,42,36,1,265,
"S01015940",106,74,169,25,0,370,
"S01015941",79,113,66,14,5,277,
"S01015942",79,61,96,20,3,259,
"S01015943",211,91,9,6,1,318,
"S01015944",147,71,6,2,0,225,
"S01015945",146,80,42,10,2,281,
"S01015946",66,153,50,3,0,273,
"S01015947",64,236,40,31,5,371,
"S01015948",137,88,3,32,13,269,
"S01015949",128,68,9,60,15,279,
"S01015950",80,36,69,7,1,195,
"S01015951",193,149,59,25,4,430,
"S01015952",73,76,20,2,3,172,
"S01015953",166,102,26,32,2,325,
"S01015954",167,120,50,57,6,400,
"S01015955",146,87,81,30,13,357,
"S01015956",193,136,56,55,14,455,
"S01015957",107,127,5,4,2,242,
"S01015958",62,104,16,14,0,196,
"S01015959",195,88,18,17,2,317,
"S01015960",127,83,127,26,5,364,
"S01015961",150,122,133,36,2,440,
"S01015962",114,88,46,16,3,272,
"S01015963",104,81,187,47,3,423,
"S01015964",132,78,118,51,2,381,
"S01015965",208,124,12,56,5,405,
"S01015966",171,110,96,61,7,445,
"S01015967",110,69,131,28,2,340,
"S01015968",92,98,142,20,2,355,
"S01015969",124,96,35,30,18,305,
"S01015970",103,54,46,38,8,249,
"S01015971",108,98,92,26,3,327,
"S01015972",243,131,21,33,4,434,
"S01015973",193,80,19,15,2,312,
"S01015974",175,106,61,50,7,400,
"S01015975",217,88,6,17,2,325,
"S01015976",246,89,58,26,2,419,
"S01015977",249,82,4,30,9,374,
"S01015978",157,64,82,68,10,381,
"S01015979",124,116,7,8,2,257,
"S01015980",39,123,2,9,0,170,
"S01015981",37,114,53,13,0,220,
"S01015982",127,131,115,47,9,427,
"S01015983",189,108,36,18,2,352,
"S01015984",112,71,108,29,1,321,
"S01015985",118,51,41,28,3,241,
"S01015986",127,76,18,8,2,231,
"S01015987",144,91,8,52,4,301,
"S01015988",213,150,15,37,5,420,
"S01015989",134,88,72,17,7,318,
"S01015990",171,120,81,71,8,446,
"S01015991",132,62,37,81,15,327,
"S01015992",125,96,32,23,8,286,
"S01015993",77,97,39,27,2,246,
"S01015994",91,88,5,13,2,198,
"S01015995",35,135,42,7,1,220,
"S01015996",66,143,16,9,1,235,
"S01015997",56,163,44,27,3,292,
"S01015998",98,105,94,23,5,325,
"S01015999",119,74,119,20,8,339,
"S01016000",107,75,115,16,4,317,
"S01016001",118,84,103,15,9,329,
"S01016002",169,113,95,35,8,427,
"S01016003",80,80,69,60,4,291,
"S01016004",136,117,69,70,6,397,
"S01016005",259,79,18,28,12,395,
"S01016006",89,78,132,14,2,311,
"S01016007",103,90,3,4,2,203,
"S01016008",136,141,24,22,3,320,
"S01016009",101,81,100,16,5,299,
"S01016010",115,162,39,18,0,331,
"S01016011",103,60,158,30,5,353,
"S01016012",134,92,103,15,5,351,
"S01016013",188,145,16,11,3,365,
"S01016014",135,223,12,18,2,393,
"S01016015",204,116,3,8,2,335,
"S01016016",218,141,13,11,7,390,
"S01016017",83,104,71,34,0,293,
"S01016018",99,62,4,7,4,175,
"S01016019",182,107,7,6,0,297,
"S01016020",134,98,4,4,0,236,
"S01016021",130,170,10,12,1,320,
"S01016022",172,61,2,4,2,241,
"S01016023",115,69,168,58,4,413,
"S01016024",181,104,111,30,2,428,
"S01016025",62,51,80,12,1,204,
"S01016026",89,78,86,20,0,278,
"S01016027",137,94,165,38,3,437,
"S01016028",66,27,193,27,2,315,
"S01016029",100,55,250,38,7,450,
"S01016030",45,65,176,21,0,307,
"S01016031",45,105,45,24,5,227,
"S01016032",152,210,14,15,2,398,
"S01016033",43,138,5,5,1,195,
"S01016034",127,127,98,32,7,392,
"S01016035",188,86,45,7,3,326,
"S01016036",96,57,4,5,0,161,
"S01016037",166,150,110,51,3,481,
"S01016038",73,77,107,19,4,280,
"S01016039",112,166,54,25,2,359,
"S01016040",54,113,92,20,6,289,
"S01016041",99,125,162,35,9,433,
"S01016042",152,131,88,14,2,387,
"S01016043",79,145,34,17,3,278,
"S01016044",56,128,42,13,1,244,
"S01016045",225,136,16,30,7,411,
"S01016046",245,133,51,72,3,505,
"S01016047",178,117,6,31,1,333,
"S01016048",116,109,0,11,3,239,
"S01016049",25,121,2,14,3,163,
"S01016050",41,103,25,36,4,205,
"S01016051",152,129,3,10,4,297,
"S01016052",131,139,2,17,0,286,
"S01016053",103,103,2,21,4,233,
"S01016054",112,97,106,24,5,346,
"S01016055",60,70,178,35,9,348,
"S01016056",72,125,9,27,0,235,
"S01016057",75,152,0,7,2,240,
"S01016058",98,96,2,22,1,219,
"S01016059",125,143,3,32,5,308,
"S01016060",90,107,1,0,0,200,
"S01016061",169,121,38,6,3,337,
"S01016062",206,124,0,5,2,332,
"S01016063",233,119,0,11,7,369,
"S01016064",238,149,0,14,0,401,
"S01016065",197,151,2,3,7,357,
"S01016066",271,167,3,43,4,489,
"S01016067",154,121,6,29,1,310,
"S01016068",150,83,2,8,1,240,
"S01016069",190,151,2,15,3,361,
"S01016070",148,96,0,3,6,252,
"S01016071",167,133,3,2,3,308,
"S01016072",156,128,3,8,5,302,
"S01016073",18,127,42,6,1,196,
"S01016074",13,125,3,1,2,144,
"S01016075",78,81,1,6,5,169,
"S01016076",42,100,25,19,3,186,
"S01016077",51,153,43,6,2,254,
"S01016078",123,107,65,23,5,315,
"S01016079",128,181,11,34,1,355,
"S01016080",157,94,13,20,4,288,
"S01016081",139,98,66,32,7,345,
"S01016082",127,105,4,17,5,258,
"S01016083",185,148,1,11,4,348,
"S01016084",113,95,2,14,5,228,
"S01016085",77,146,0,8,1,234,
"S01016086",116,121,4,48,8,288,
"S01016087",124,132,2,43,4,301,
"S01016088",144,112,0,20,2,279,
"S01016089",160,105,1,10,1,277,
"S01016090",149,117,94,24,4,390,
"S01016091",95,115,114,27,5,359,
"S01016092",153,115,11,27,2,308,
"S01016093",114,110,16,17,1,252,
"S01016094",144,103,18,26,0,298,
"S01016095",149,130,3,9,2,293,
"S01016096",157,117,2,0,2,280,
"S01016097",138,121,0,4,0,263,
"S01016098",145,122,2,10,5,281,
"S01016099",133,133,1,5,0,274,
"S01016100",91,95,0,13,3,206,
"S01016101",131,142,3,15,5,292,
"S01016102",227,146,1,18,3,395,
"S01016103",104,93,0,2,0,199,
"S01016104",101,128,0,1,2,235,
"S01016105",89,139,1,1,0,230,
"S01016106",155,153,0,9,3,320,
"S01016107",81,91,1,6,0,174,
"S01016108",196,166,6,8,4,379,
"S01016109",131,110,1,3,0,244,
"S01016110",187,137,4,20,2,346,
"S01016111",111,109,1,8,3,233,
"S01016112",95,132,1,11,0,239,
"S01016113",209,62,21,10,3,308,
"S01016114",143,97,2,1,1,243,
"S01016115",187,111,40,11,2,346,
"S01016116",161,157,4,6,1,329,
"S01016117",233,89,0,24,4,350,
"S01016118",142,134,1,2,1,280,
"S01016119",93,77,2,10,1,184,
"S01016120",234,68,1,10,5,318,
"S01016121",174,130,0,7,2,313,
"S01016122",120,93,24,11,3,250,
"S01016123",161,67,3,10,1,240,
"S01016124",149,96,0,12,6,263,
"S01016125",217,137,1,21,3,377,
"S01016126",125,65,0,2,3,199,
"S01016127",156,74,2,5,3,239,
"S01016128",105,103,0,1,0,210,
"S01016129",196,142,1,1,2,342,
"S01016130",156,104,1,5,1,267,
"S01016131",177,124,123,41,2,467,
"S01016132",178,52,24,37,4,295,
"S01016133",137,94,6,18,0,252,
"S01016134",156,130,63,55,0,404,
"S01016135",191,83,18,24,5,323,
"S01016136",110,98,5,23,1,237,
"S01016137",118,113,33,19,0,284,
"S01016138",80,65,36,17,2,199,
"S01016139",96,85,0,6,0,191,
"S01016140",130,147,37,27,0,342,
"S01016141",141,114,131,34,8,425,
"S01016142",158,152,65,29,8,412,
"S01016143",84,118,70,12,3,287,
"S01016144",133,75,63,24,8,303,
"S01016145",40,40,216,35,11,340,
"S01016146",78,70,86,10,0,239,
"S01016147",114,94,24,17,3,251,
"S01016148",97,128,33,28,3,289,
"S01016149",52,60,88,12,3,216,
"S01016150",38,47,138,35,5,262,
"S01016151",82,108,174,31,10,405,
"S01016152",87,149,52,34,4,323,
"S01016153",96,110,5,17,4,234,
"S01016154",30,273,4,7,1,312,
"S01016155",119,112,70,25,2,328,
"S01016156",98,56,135,13,2,307,
"S01016157",146,115,25,12,3,301,
"S01016158",95,70,74,23,0,260,
"S01016159",71,70,118,36,4,299,
"S01016160",94,72,104,57,6,329,
"S01016161",105,188,12,15,4,327,
"S01016162",143,121,80,28,8,380,
"S01016163",136,102,4,7,0,250,
"S01016164",124,91,6,27,5,253,
"S01016165",88,53,55,14,4,214,
"S01016166",89,78,23,6,2,198,
"S01016167",83,94,102,13,6,297,
"S01016168",72,60,137,11,10,290,
"S01016169",101,47,82,3,6,239,
"S01016170",153,165,50,32,4,403,
"S01016171",109,80,50,11,3,256,
"S01016172",81,172,6,10,0,269,
"S01016173",103,84,175,19,4,385,
"S01016174",164,94,179,17,4,458,
"S01016175",113,93,47,18,6,281,
"S01016176",41,92,100,17,4,254,
"S01016177",66,72,97,17,0,248,
"S01016178",107,104,94,25,8,341,
"S01016179",74,187,33,11,7,312,
"S01016180",66,204,4,17,0,291,
"S01016181",100,87,97,13,2,300,
"S01016182",73,55,108,12,2,248,
"S01016183",117,171,0,15,0,302,
"S01016184",58,197,4,9,3,271,
"S01016185",63,184,46,103,6,412,
"S01016186",31,118,43,24,2,226,
"S01016187",77,152,10,16,6,262,
"S01016188",29,313,6,6,1,359,
"S01016189",41,290,4,9,1,345,
"S01016190",194,159,32,17,3,405,
"S01016191",100,99,42,30,4,273,
"S01016192",90,113,59,13,4,281,
"S01016193",79,102,112,44,9,342,
"S01016194",183,94,4,8,0,290,
"S01016195",179,145,72,48,4,446,
"S01016196",104,181,67,35,3,390,
"S01016197",172,139,8,21,4,344,
"S01016198",113,64,1,6,4,191,
"S01016199",105,97,106,46,6,360,
"S01016200",75,86,200,46,10,420,
"S01016201",106,87,170,9,2,374,
"S01016202",50,68,193,10,2,323,
"S01016203",159,64,9,11,0,243,
"S01016204",120,88,114,28,4,357,
"S01016205",123,123,69,19,4,340,
"S01016206",84,91,60,32,6,266,
"S01016207",155,114,43,21,0,335,
"S01016208",171,109,8,23,6,315,
"S01016209",165,85,3,6,2,267,
"S01016210",105,95,54,16,0,273,
"S01016211",156,152,33,35,5,378,
"S01016212",144,78,2,7,5,239,
"S01016213",202,127,3,43,4,375,
"S01016214",111,130,71,20,3,339,
"S01016215",90,84,48,38,5,261,
"S01016216",112,71,0,7,0,190,
"S01016217",104,128,90,21,10,353,
"S01016218",78,121,11,6,1,219,
"S01016219",94,67,120,17,0,299,
"S01016220",60,80,71,18,5,237,
"S01016221",168,113,82,36,11,408,
"S01016222",74,109,24,13,6,223,
"S01016223",61,94,40,14,3,212,
"S01016224",116,70,78,13,10,287,
"S01016225",22,34,221,22,0,292,
"S01016226",37,44,197,12,0,291,
"S01016227",50,39,286,57,7,439,
"S01016228",35,25,95,7,5,170,
"S01016229",60,106,77,18,3,264,
"S01016230",90,51,107,38,2,288,
"S01016231",125,152,19,36,4,334,
"S01016232",64,73,160,36,4,337,
"S01016233",163,137,69,26,10,399,
"S01016234",79,111,10,76,0,271,
"S01016235",82,127,15,51,0,277,
"S01016236",65,208,6,9,0,289,
"S01016237",147,152,14,75,9,397,
"S01016238",28,42,121,71,0,262,
"S01016239",73,74,153,53,4,357,
"S01016240",76,87,205,98,3,473,
"S01016241",139,76,77,166,10,468,
"S01016242",123,91,108,85,5,409,
"S01016243",79,55,132,21,7,291,
"S01016244",80,75,79,12,4,250,
"S01016245",53,50,163,36,6,308,
"S01016246",81,240,28,81,3,432,
"S01016247",165,141,135,30,9,478,
"S01016248",140,120,37,69,10,376,
"S01016249",75,5,483,12,14,589,
"S01016250",137,120,149,55,6,468,
"S01016251",67,66,175,141,10,459,
"S01016252",90,64,10,96,4,267,
"S01016253",220,144,10,70,11,454,
"S01016254",115,76,10,27,1,231,
"S01016255",153,84,7,18,2,267,
"S01016256",150,127,84,34,3,402,
"S01016257",74,76,54,28,6,238,
"S01016258",24,36,125,21,5,215,
"S01016259",72,49,159,45,5,331,
"S01016260",60,53,171,48,4,337,
"S01016261",97,57,177,114,3,445,
"S01016262",90,65,63,34,8,256,
"S01016263",113,105,97,27,3,345,
"S01016264",69,82,136,25,6,316,
"S01016265",67,64,181,20,12,341,
"S01016266",44,49,97,7,5,204,
"S01016267",171,85,26,27,1,310,
"S01016268",113,65,234,17,11,440,
"S01016269",84,83,114,23,0,306,
"S01016270",80,88,94,35,6,302,
"S01016271",155,101,2,26,2,284,
"S01016272",160,113,17,13,4,310,
"S01016273",49,106,4,1,0,161,
"S01016274",124,165,6,13,0,308,
"S01016275",248,136,0,30,8,427,
"S01016276",98,96,137,25,4,361,
"S01016277",83,77,144,26,5,336,
