SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 3 groups, collapsed and Number of cars or vans"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 3 groups, collapsed","Owned",,,,,"Social Rented by Council (LA) or Housing Association/ Registered Social Landlord",,,,,"Private rented or living rent free",,,,,
"Number of cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans","Number of cars or vans in household: No cars or vans","Number of cars or vans in household: One car or van","Number of cars or vans in household: Two cars or vans","Number of cars or vans in household: Three cars or vans","Number of cars or vans in household: Four or more cars or vans",
"Data Zone (2022)",
"S01017531",33,66,15,0,0,2,1,1,0,0,68,51,13,5,0,
"S01017532",40,61,20,2,0,17,9,1,0,0,147,55,7,0,1,
"S01017533",25,79,16,3,0,21,21,1,0,0,141,57,17,1,0,
"S01017534",20,78,14,2,1,9,2,0,0,0,99,57,14,4,0,
"S01017535",55,109,27,3,1,42,18,4,1,0,141,65,17,4,2,
"S01017536",85,154,38,1,1,59,20,1,1,0,113,51,9,2,1,
"S01017537",46,42,4,0,0,14,7,2,0,0,146,53,8,5,0,
"S01017538",72,101,13,1,0,55,32,3,0,0,100,79,13,0,0,
"S01017539",35,18,6,0,0,128,62,6,4,0,101,22,3,0,0,
"S01017540",18,84,34,3,0,1,3,0,1,0,36,44,11,2,0,
"S01017541",37,40,5,0,0,31,8,2,0,0,83,43,8,0,0,
"S01017542",62,61,21,0,1,107,46,4,0,0,141,60,10,2,0,
"S01017543",48,61,10,0,0,179,70,13,0,0,100,40,5,1,0,
"S01017544",24,54,20,2,0,27,30,5,0,0,64,47,6,1,1,
"S01017545",29,41,9,2,0,98,37,4,2,1,74,42,10,0,0,
"S01017546",75,76,15,1,0,164,64,9,2,1,95,52,10,0,0,
"S01017547",27,87,21,4,0,20,6,4,0,0,60,66,25,0,3,
"S01017548",52,101,24,2,0,1,2,0,0,0,105,72,15,1,0,
"S01017549",125,126,21,3,0,85,40,2,0,0,233,121,21,0,0,
"S01017550",77,115,15,4,0,78,23,4,0,0,125,69,7,0,0,
"S01017551",38,134,35,4,0,1,4,0,0,0,86,84,36,2,1,
"S01017552",94,153,36,2,0,47,25,0,0,0,179,96,15,0,0,
"S01017553",29,65,9,3,2,269,82,5,2,1,38,33,11,2,0,
"S01017554",80,135,27,5,0,98,27,3,0,0,152,88,10,1,0,
"S01017555",76,86,26,1,0,142,57,9,0,0,104,82,11,4,0,
"S01017556",44,136,33,4,2,32,4,1,0,0,62,40,16,1,0,
"S01017557",103,208,51,5,0,5,4,0,0,0,88,92,20,4,0,
"S01017558",83,224,61,3,0,2,2,0,0,0,114,125,25,2,1,
"S01017559",69,227,71,10,0,19,9,1,0,0,59,33,11,1,0,
"S01017560",58,106,39,11,1,50,16,0,0,0,77,40,19,5,1,
"S01017561",72,207,71,7,3,21,7,0,0,0,56,52,13,6,0,
"S01017562",83,251,71,11,2,2,2,1,0,0,31,57,18,2,0,
"S01017563",63,194,89,22,2,22,10,1,0,0,52,44,3,0,0,
"S01017564",63,176,87,6,6,5,4,0,0,0,58,65,20,5,0,
"S01017565",72,149,53,10,0,14,1,0,0,0,75,68,13,6,1,
"S01017566",61,112,27,5,4,5,0,0,0,0,143,70,19,2,0,
"S01017567",37,77,54,8,1,47,20,1,0,0,22,16,2,0,0,
"S01017568",20,69,73,13,6,1,1,2,0,0,1,2,3,1,0,
"S01017569",24,155,92,13,5,2,2,0,0,0,15,16,0,0,0,
"S01017570",27,180,139,21,7,3,2,1,0,0,5,6,4,0,0,
"S01017571",34,169,58,12,3,1,0,0,0,0,34,59,20,1,0,
"S01017572",65,245,85,17,6,0,2,2,0,1,8,25,8,2,0,
"S01017573",49,196,99,14,3,52,8,1,0,0,19,24,7,1,0,
"S01017574",55,149,47,8,2,177,76,7,0,0,51,39,10,1,2,
"S01017575",47,166,54,3,3,1,4,0,0,0,13,27,4,0,0,
"S01017576",39,114,56,9,0,2,2,0,0,0,17,28,8,0,0,
"S01017577",85,236,68,12,2,13,4,0,0,0,54,59,19,0,0,
"S01017578",84,233,88,8,2,5,1,0,2,0,30,42,8,0,1,
"S01017579",56,132,66,9,5,4,3,1,0,3,12,10,4,0,0,
"S01017580",33,130,117,21,3,11,9,2,0,0,7,9,5,1,0,
"S01017581",72,171,98,18,9,53,21,3,0,0,8,17,1,1,1,
"S01017582",36,57,12,2,0,235,134,13,1,0,39,31,5,0,0,
"S01017583",53,74,17,4,0,103,42,7,2,0,50,43,10,1,0,
"S01017584",36,72,27,1,1,153,88,17,1,0,18,17,5,0,0,
"S01017585",36,118,76,8,2,33,11,0,0,0,7,15,2,1,1,
"S01017586",44,191,113,16,5,8,10,3,0,1,14,8,0,0,0,
"S01017587",42,73,23,0,0,150,99,17,1,0,39,22,5,0,0,
"S01017588",22,115,90,11,3,2,0,0,0,0,4,6,2,0,0,
"S01017589",49,53,10,1,2,229,107,14,0,0,50,27,0,0,0,
"S01017590",45,84,26,1,1,124,50,8,1,0,60,46,2,0,0,
"S01017591",46,57,15,0,0,152,80,11,0,2,51,31,4,1,0,
"S01017592",8,8,6,0,0,116,63,16,0,0,5,8,3,0,0,
"S01017593",12,41,10,1,1,135,60,10,1,2,35,19,1,0,0,
"S01017594",49,61,15,0,0,179,66,12,1,0,47,34,1,1,0,
"S01017595",37,60,19,7,2,67,30,9,1,0,16,14,2,0,0,
"S01017596",18,60,34,6,0,131,79,12,6,0,8,5,0,0,0,
"S01017597",40,82,16,4,0,170,68,10,2,0,52,38,5,0,0,
"S01017598",39,71,29,5,6,121,48,8,0,1,17,18,5,0,0,
"S01017599",49,117,39,10,2,77,81,11,2,0,74,74,15,0,0,
"S01017600",38,61,2,0,0,120,53,12,2,2,51,33,3,0,0,
"S01017601",35,83,39,12,2,27,17,6,2,0,4,13,4,0,0,
"S01017602",35,82,38,6,2,39,17,2,1,2,10,9,3,0,0,
"S01017603",34,86,57,12,2,64,34,8,0,2,10,16,5,0,0,
"S01017604",40,110,79,20,7,28,18,2,1,0,11,3,3,0,0,
"S01017605",46,86,46,13,0,194,73,10,1,0,15,13,0,0,0,
"S01017606",45,103,56,18,8,27,23,5,0,0,9,16,6,0,0,
"S01017607",49,118,44,14,2,51,37,7,0,0,18,25,3,0,0,
"S01017608",41,83,33,9,1,55,39,3,0,0,18,11,0,0,0,
"S01017609",67,124,41,9,3,66,34,7,0,0,18,21,6,1,0,
"S01017610",33,72,42,10,6,174,70,11,0,0,14,12,3,1,0,
"S01017611",68,119,49,7,1,61,28,6,0,0,20,27,3,2,0,
"S01017612",14,40,20,4,0,128,66,4,0,2,14,4,2,0,0,
"S01017613",59,119,56,7,5,48,39,5,1,0,22,16,4,0,1,
"S01017614",25,47,11,1,1,296,70,10,2,1,32,12,4,0,0,
"S01017615",42,95,46,4,2,54,20,5,1,0,17,6,2,0,1,
"S01017616",31,74,38,10,3,24,23,2,0,0,0,5,2,0,0,
"S01017617",57,105,45,6,1,105,57,10,0,0,16,10,4,2,0,
"S01017618",40,99,22,5,4,31,14,0,0,0,9,12,5,0,0,
"S01017619",36,130,61,19,4,10,14,2,0,0,13,40,11,0,2,
"S01017620",48,84,40,6,0,94,47,9,1,0,6,13,3,0,0,
"S01017621",4,17,5,0,1,203,92,22,0,0,16,4,0,0,1,
"S01017622",46,133,69,18,5,48,21,4,1,0,12,16,2,0,0,
"S01017623",50,83,41,4,1,22,15,1,0,0,3,16,3,1,0,
"S01017624",40,227,71,16,2,10,4,2,0,0,24,37,10,0,0,
"S01017625",67,165,70,11,2,9,2,0,0,0,72,41,17,0,0,
"S01017626",86,160,37,5,2,3,11,2,0,0,35,47,10,0,0,
"S01017627",81,176,65,15,6,0,4,0,0,0,55,29,10,0,0,
"S01017628",80,73,11,2,2,81,23,0,1,0,85,42,5,2,0,
"S01017629",62,112,55,4,5,43,23,2,2,0,16,22,4,2,0,
"S01017630",42,102,38,3,0,54,35,11,4,0,12,28,1,1,0,
"S01017631",14,92,22,8,2,59,36,6,3,0,38,48,13,0,0,
"S01017632",91,135,33,6,1,32,27,2,0,0,68,60,10,0,1,
"S01017633",55,76,23,4,1,47,24,7,0,0,60,65,8,0,0,
"S01017634",58,205,67,5,0,18,21,3,0,0,40,64,10,2,0,
"S01017635",40,138,45,12,3,18,12,4,0,0,16,27,3,0,0,
"S01017636",43,89,21,4,4,53,13,1,0,0,33,36,5,4,0,
"S01017637",57,142,53,6,3,35,21,4,0,0,20,22,3,2,0,
"S01017638",64,81,35,2,0,183,74,3,0,0,33,27,0,2,0,
"S01017639",62,164,51,2,2,104,68,10,1,0,22,27,7,1,0,
"S01017640",43,87,56,7,3,30,28,3,1,0,6,9,4,0,0,
"S01017641",30,39,19,10,1,84,54,6,0,0,9,14,1,0,0,
"S01017642",60,101,50,11,5,46,27,13,3,0,8,16,1,0,0,
"S01017643",89,171,63,9,2,94,58,6,0,0,24,28,5,0,0,
"S01017644",30,66,30,6,0,53,24,8,4,0,9,8,0,0,0,
"S01017645",49,128,102,11,3,33,20,7,2,1,2,11,7,4,1,
"S01017646",38,172,113,23,11,4,3,0,0,0,5,9,3,2,0,
"S01017647",67,146,106,7,9,33,40,6,0,0,8,5,4,0,0,
"S01017648",32,30,20,1,0,127,52,9,4,5,27,11,2,1,0,
"S01017649",56,104,48,5,2,116,75,9,1,0,24,11,7,0,0,
"S01017650",16,19,9,4,0,121,68,12,4,2,13,10,0,0,0,
"S01017651",18,26,6,0,0,198,106,10,4,0,15,8,0,0,0,
"S01017652",5,13,11,2,0,116,68,23,3,0,10,3,2,0,0,
"S01017653",1,2,0,1,0,161,93,22,4,0,4,0,2,0,0,
"S01017654",17,40,26,10,0,74,31,9,2,0,8,9,0,0,0,
"S01017655",13,22,7,1,0,225,105,21,5,0,13,3,3,0,0,
"S01017656",15,18,10,1,0,212,132,24,5,0,10,15,0,0,0,
"S01017657",4,25,17,3,0,90,66,12,1,2,5,2,4,0,0,
"S01017658",13,37,18,4,0,191,119,23,1,1,8,7,4,0,0,
"S01017659",9,11,3,2,0,227,115,21,4,1,21,5,0,0,0,
"S01017660",15,27,30,17,3,145,84,31,5,0,10,6,0,0,0,
"S01017661",27,116,56,13,5,149,67,18,4,0,15,19,1,0,0,
"S01017662",7,70,61,14,1,74,67,12,4,1,9,6,1,0,0,
"S01017663",22,29,9,0,0,152,58,13,0,0,10,5,1,0,0,
"S01017664",21,96,67,12,4,12,23,4,0,0,12,30,16,6,0,
"S01017665",13,69,60,27,13,7,18,7,2,0,3,24,12,3,0,
"S01017666",30,137,115,30,16,23,30,11,0,3,9,34,16,3,0,
"S01017667",25,89,64,14,0,29,33,15,5,0,17,28,13,5,0,
"S01017668",21,152,123,22,13,31,46,15,3,0,3,40,32,4,0,
"S01017669",17,126,129,44,12,11,23,10,2,0,6,30,15,16,0,
"S01017670",31,133,97,22,8,50,75,12,2,0,10,18,4,2,0,
"S01017671",22,81,44,16,4,65,85,20,10,0,7,10,0,2,0,
"S01017672",18,72,50,15,2,41,46,13,2,1,4,12,4,0,0,
"S01017673",17,107,111,25,11,5,10,5,1,0,6,13,8,1,0,
"S01017674",26,83,51,19,4,33,32,7,0,1,4,16,1,2,1,
"S01017675",47,104,49,13,2,53,47,11,0,0,2,11,5,0,1,
"S01017676",23,87,60,17,9,44,31,10,4,1,11,26,2,0,1,
"S01017677",37,95,63,12,3,52,48,15,3,0,13,23,8,3,0,
"S01017678",22,89,56,11,3,21,14,7,1,2,11,25,7,6,2,
"S01017679",21,68,63,6,5,42,65,16,6,0,7,15,6,0,0,
"S01017680",52,131,80,20,6,35,37,7,0,3,12,31,4,2,0,
"S01017681",39,88,60,18,4,77,68,14,2,0,13,20,8,1,0,
"S01017682",11,57,32,6,5,87,62,8,0,1,14,25,1,1,0,
"S01017683",22,48,24,1,2,107,99,13,1,0,2,16,4,0,0,
"S01017684",13,71,82,26,12,3,10,1,0,0,4,10,8,0,0,
"S01017685",4,88,85,25,15,7,23,4,2,0,3,12,10,2,1,
"S01017686",17,103,87,20,7,28,32,13,1,1,18,21,13,1,0,
"S01017687",32,136,82,12,5,69,78,21,6,0,8,34,7,3,0,
"S01017688",13,86,80,28,10,14,15,8,3,0,8,30,20,7,1,
"S01017689",5,134,102,24,10,10,26,7,3,0,2,8,6,0,0,
"S01017690",12,89,81,22,10,8,16,4,2,0,1,27,12,4,1,
"S01017691",30,198,126,35,4,29,29,7,0,0,10,42,13,3,1,
"S01017692",8,52,56,14,5,7,5,3,3,1,4,19,14,3,0,
"S01017693",27,91,60,18,2,20,21,3,0,0,5,16,9,2,0,
"S01017694",25,102,89,17,16,21,51,12,5,0,5,21,11,0,0,
"S01017695",3,85,87,27,11,5,18,2,1,0,6,32,21,0,3,
"S01017696",24,100,70,10,0,75,54,7,1,1,12,12,12,1,0,
"S01017697",21,121,60,11,8,27,34,8,1,0,10,27,9,2,0,
"S01017698",8,101,86,18,8,32,51,21,4,2,8,31,20,4,0,
"S01017699",27,138,101,17,11,32,36,6,2,0,11,37,30,9,1,
"S01017700",8,81,81,24,4,4,10,4,2,0,5,28,11,2,0,
"S01017701",18,130,128,32,15,13,31,12,4,0,12,24,17,0,0,
"S01017702",11,110,118,41,10,13,32,5,2,0,4,23,15,0,2,
"S01017703",6,72,69,35,6,0,6,2,1,1,5,17,14,1,3,
"S01017704",15,103,99,17,15,28,38,12,0,0,7,19,14,4,0,
"S01017705",21,134,85,16,10,24,23,1,1,0,9,37,9,2,0,
"S01017706",30,122,60,21,3,29,33,3,0,0,12,28,15,2,4,
"S01017707",9,83,111,37,19,5,10,1,0,2,3,32,26,7,4,
"S01017708",19,112,100,24,5,2,3,0,0,0,5,31,22,7,4,
"S01017709",5,125,131,30,6,12,21,6,0,0,4,13,6,3,0,
"S01017710",15,145,121,19,8,12,12,4,3,0,1,23,10,4,2,
"S01017711",8,72,64,15,7,8,20,8,0,0,6,15,9,0,0,
"S01017712",10,100,101,32,15,2,13,11,0,0,2,25,14,4,2,
"S01017713",7,76,94,29,15,6,11,1,1,0,5,49,26,8,2,
"S01017714",0,64,73,36,11,4,1,2,0,0,3,41,32,11,4,
"S01017715",57,119,44,10,2,12,11,1,0,0,34,44,13,2,1,
"S01017716",61,124,55,11,6,39,16,0,0,0,42,59,10,2,0,
"S01017717",29,81,50,10,5,95,69,19,2,2,10,15,5,1,1,
"S01017718",22,79,53,13,4,40,23,2,3,0,12,15,2,1,2,
"S01017719",33,147,81,24,4,43,25,4,0,0,12,27,11,2,0,
"S01017720",27,132,84,18,7,42,19,3,0,0,11,18,5,1,0,
"S01017721",27,126,72,16,6,2,7,0,0,0,6,12,3,0,0,
"S01017722",23,113,98,25,6,7,2,0,0,0,4,11,5,2,0,
"S01017723",37,137,64,21,9,3,7,4,0,0,5,22,7,0,0,
"S01017724",18,65,26,9,4,33,30,12,0,0,3,9,2,0,0,
"S01017725",9,48,35,3,1,72,57,7,2,1,8,5,3,2,0,
"S01017726",26,89,57,15,3,32,36,10,0,1,8,9,1,0,0,
"S01017727",4,51,66,22,6,2,7,0,0,0,4,37,19,13,0,
"S01017728",2,72,74,39,12,4,7,1,1,0,5,18,23,7,3,
"S01017729",0,93,141,50,28,3,8,3,0,1,1,29,10,3,1,
"S01017730",10,129,121,44,12,0,7,2,2,0,0,32,21,1,0,
"S01017731",12,95,112,19,7,15,27,17,4,0,3,18,9,0,0,
"S01017732",12,94,130,36,15,12,22,12,1,3,3,41,43,3,3,
"S01017733",31,120,79,25,10,44,51,36,3,1,11,13,6,2,1,
"S01017734",29,157,81,17,3,11,5,1,2,0,24,27,14,4,0,
"S01017735",23,139,45,0,2,34,14,4,4,0,14,29,10,0,0,
"S01017736",27,69,46,7,3,22,25,4,0,0,6,3,1,0,0,
"S01017737",20,101,81,14,0,2,1,1,0,0,1,8,1,0,1,
"S01017738",19,128,95,24,6,9,5,0,0,0,2,5,7,0,0,
"S01017739",19,126,140,28,12,0,0,1,0,0,2,11,1,0,0,
"S01017740",23,77,48,18,2,72,55,18,0,0,10,10,3,0,2,
"S01017741",8,72,46,6,2,20,33,2,2,0,7,8,3,1,2,
"S01017742",40,148,76,23,6,0,2,0,0,0,7,15,7,0,0,
"S01017743",21,100,37,9,3,31,25,4,4,0,41,69,14,2,4,
"S01017744",11,87,39,9,10,6,3,1,0,0,16,40,10,0,0,
"S01017745",23,102,86,27,1,7,7,1,1,0,2,21,11,2,0,
"S01017746",2,89,57,6,1,15,32,7,0,0,4,6,2,0,0,
"S01017747",34,199,118,22,10,0,3,0,1,0,12,26,7,2,0,
"S01017748",9,129,123,16,10,20,47,12,2,0,4,25,6,2,0,
"S01017749",10,86,126,29,4,7,17,5,0,0,5,22,11,0,0,
"S01017750",15,107,124,27,12,0,7,1,0,0,5,8,4,1,0,
"S01017751",24,124,88,19,5,7,2,3,0,0,3,17,3,2,1,
"S01017752",18,78,67,8,6,12,14,4,0,0,4,14,4,0,0,
"S01017753",10,83,38,7,1,44,39,4,3,0,11,16,5,0,0,
"S01017754",6,80,146,33,16,1,2,1,0,0,1,4,4,1,0,
"S01017755",6,89,87,14,6,9,19,10,3,0,1,18,9,1,0,
"S01017756",7,117,95,14,4,6,12,9,2,0,4,29,13,0,0,
"S01017757",17,92,47,7,0,1,6,1,0,0,30,44,16,0,0,
"S01017758",6,137,118,16,10,24,47,21,0,0,6,27,11,4,2,
"S01017759",25,181,137,13,4,17,16,0,1,0,8,42,13,2,0,
"S01017760",12,80,72,14,3,8,20,4,0,0,13,40,19,2,0,
"S01017761",13,95,77,21,7,8,16,5,2,1,8,37,9,5,0,
"S01017762",7,100,115,34,15,3,2,0,0,0,5,43,17,7,1,
"S01017763",9,114,129,16,9,0,5,1,0,0,1,18,8,0,0,
"S01017764",2,49,59,11,0,28,28,8,2,0,4,8,1,2,0,
"S01017765",8,99,96,20,3,35,29,7,0,0,7,39,17,3,2,
"S01017766",17,127,122,15,2,8,15,4,1,0,7,39,27,2,0,
"S01017767",8,120,131,13,4,27,40,5,0,1,4,11,6,2,0,
"S01017768",18,148,122,25,8,19,12,3,0,0,5,34,18,1,0,
"S01017769",32,159,107,27,9,18,13,0,2,0,11,32,6,2,0,
"S01017770",41,127,80,15,3,4,4,1,1,0,5,19,2,1,0,
"S01017771",26,106,54,20,2,0,4,0,0,0,6,26,12,3,0,
"S01017772",31,157,104,16,8,4,2,0,0,0,3,30,15,0,0,
"S01017773",12,80,61,17,4,1,3,0,0,0,1,9,0,4,0,
"S01017774",38,209,118,32,5,22,17,3,1,0,5,13,5,2,0,
"S01017775",48,129,60,15,1,36,39,11,0,0,16,16,5,2,0,
"S01017776",24,115,104,20,10,8,7,3,1,0,7,11,5,1,0,
"S01017777",37,58,26,8,3,105,50,9,2,0,11,24,5,2,0,
"S01017778",38,86,22,7,1,31,40,12,1,0,2,12,9,0,0,
"S01017779",37,122,90,16,8,11,10,0,0,0,7,19,13,2,2,
"S01017780",72,157,41,3,7,62,46,7,1,0,39,37,17,0,0,
"S01017781",31,136,51,16,2,19,18,4,0,2,4,16,4,0,0,
"S01017782",24,91,42,11,2,64,41,11,2,1,9,22,8,1,0,
"S01017783",28,66,25,3,0,89,53,12,3,0,14,10,9,0,0,
"S01017784",34,118,63,13,5,23,10,4,0,0,26,61,18,0,0,
"S01017785",35,156,81,20,18,0,1,2,0,0,6,20,12,1,2,
"S01017786",30,167,102,16,2,0,1,3,1,0,7,18,6,0,0,
"S01017787",19,151,93,14,4,1,0,2,0,0,8,14,5,0,0,
"S01017788",39,76,18,1,0,87,29,7,0,0,43,41,7,0,0,
"S01017789",59,64,10,1,1,98,31,2,0,0,118,56,10,1,0,
"S01017790",36,155,66,12,1,27,12,4,0,0,47,45,13,3,4,
"S01017791",54,65,19,0,2,78,44,6,2,0,23,25,8,0,0,
"S01017792",6,47,27,4,3,19,43,4,0,0,12,61,47,7,0,
"S01017793",51,96,30,0,1,64,40,4,0,0,18,37,18,2,0,
"S01017794",34,134,93,15,9,2,0,0,0,1,5,19,7,0,0,
"S01017795",54,158,102,23,14,11,10,3,0,0,5,28,10,0,0,
"S01017796",49,123,44,6,1,33,11,2,0,0,60,57,8,0,0,
"S01017797",80,172,52,8,4,9,10,2,0,0,53,57,12,1,0,
"S01017798",74,161,81,8,10,57,21,4,0,0,21,28,10,0,2,
"S01017799",26,68,37,5,3,48,30,6,0,0,7,18,2,3,0,
"S01017800",68,76,20,6,0,44,16,1,0,0,30,42,15,0,0,
"S01017801",74,131,52,13,2,71,47,20,1,0,17,33,11,2,0,
"S01017802",64,112,46,13,2,133,96,23,0,0,18,15,3,2,0,
"S01017803",38,63,37,8,1,36,15,4,0,0,9,13,5,1,0,
"S01017804",33,79,43,9,4,84,46,7,2,0,12,16,3,1,0,
"S01017805",38,152,63,11,8,30,14,3,1,0,14,21,16,1,1,
"S01017806",35,57,20,3,2,109,36,0,4,0,46,48,4,0,0,
"S01017807",63,119,54,4,6,83,39,7,0,0,31,33,2,0,0,
"S01017808",66,130,37,7,4,184,109,17,1,0,59,52,13,2,3,
"S01017809",52,94,30,8,0,23,14,0,0,0,70,59,14,0,0,
"S01017810",29,59,11,1,0,255,87,18,1,0,22,24,12,1,0,
"S01017811",35,58,15,4,0,113,47,14,0,0,13,14,5,0,0,
"S01017812",15,32,14,2,0,152,66,9,0,0,9,8,0,5,0,
"S01017813",16,24,18,4,0,117,89,20,3,1,4,8,2,2,0,
"S01017814",7,35,9,4,2,223,82,14,1,0,8,7,4,1,0,
"S01017815",28,126,51,16,4,5,1,1,0,0,29,42,11,1,0,
"S01017816",33,131,100,20,5,1,1,1,0,0,6,18,6,2,0,
"S01017817",29,152,57,7,1,0,1,0,0,0,16,19,10,1,1,
"S01017818",27,114,65,13,4,29,15,4,0,0,9,26,4,0,0,
"S01017819",53,123,44,15,2,5,3,2,0,0,11,22,3,0,1,
"S01017820",19,70,63,15,3,53,68,8,5,0,4,30,12,0,0,
"S01017821",7,106,93,13,3,34,42,13,1,2,4,16,7,4,0,
"S01017822",20,87,49,10,4,29,39,7,1,0,7,6,4,0,0,
"S01017823",31,144,91,24,3,18,11,4,1,0,8,19,10,3,1,
"S01017824",28,94,44,13,2,6,1,1,0,0,2,9,4,2,0,
"S01017825",41,113,64,10,3,34,38,6,0,0,14,20,5,1,0,
"S01017826",12,107,112,36,23,2,3,2,0,0,5,13,13,1,2,
"S01017827",10,86,105,30,10,0,0,0,1,0,5,36,21,6,1,
"S01017828",27,99,65,9,4,25,35,4,0,0,7,15,12,0,0,
"S01017829",30,116,55,10,5,51,25,2,0,0,22,28,10,2,0,
"S01017830",13,138,127,24,18,12,18,3,0,0,2,10,8,5,0,
"S01017831",12,130,128,45,21,2,11,1,0,0,4,38,29,3,2,
"S01017832",11,74,68,23,8,17,52,18,2,1,5,11,16,0,0,
"S01017833",7,88,97,43,14,3,2,0,1,0,1,10,8,3,0,
"S01017834",13,123,136,44,20,4,7,1,1,2,4,19,11,4,2,
"S01017835",9,103,129,32,18,0,0,3,0,0,3,12,10,1,0,
"S01017836",16,169,124,49,19,6,14,8,1,0,7,31,34,5,8,
"S01017837",27,147,107,37,18,40,46,15,0,0,13,35,22,4,0,
"S01017838",19,88,90,31,7,4,4,3,0,0,4,28,10,3,1,
"S01017839",22,74,40,9,4,27,42,5,0,0,7,25,13,2,0,
"S01017840",16,99,92,19,7,0,3,2,0,0,3,26,6,3,1,
"S01017841",18,82,79,19,18,4,13,6,1,0,4,25,12,2,0,
"S01017842",7,112,102,30,4,11,59,21,0,0,4,28,16,4,0,
"S01017843",13,126,91,14,10,14,23,9,1,2,6,21,10,0,0,
"S01017844",31,99,40,12,3,48,77,13,2,0,4,16,5,0,0,
"S01017845",27,163,93,39,15,39,48,9,1,0,7,24,12,2,0,
"S01017846",12,62,31,16,8,29,34,13,2,1,4,12,2,0,0,
"S01017847",23,82,97,13,4,19,26,10,1,0,7,12,7,2,0,
"S01017848",26,130,110,23,12,8,12,8,0,0,3,16,10,4,0,
"S01017849",14,183,132,30,10,15,21,11,2,0,3,29,16,0,2,
"S01017850",22,118,77,15,5,6,5,5,1,0,0,12,5,1,0,
"S01017851",39,84,98,28,10,7,22,6,0,0,2,7,12,1,2,
"S01017852",41,78,40,7,3,49,31,4,2,0,5,23,6,2,0,
"S01017853",13,83,50,8,4,77,76,16,3,0,17,27,8,2,1,
"S01017854",34,121,74,17,2,81,94,24,9,3,19,14,6,2,0,
"S01017855",17,153,146,44,17,3,11,9,0,0,7,26,16,1,0,
"S01017856",26,158,125,45,16,12,25,8,1,0,8,24,15,4,1,
"S01017857",18,161,120,37,12,4,18,3,0,0,4,22,2,4,1,
"S01017858",13,146,84,20,4,13,16,6,2,0,2,11,4,3,0,
"S01017859",19,100,81,24,13,13,26,4,3,0,8,28,10,3,1,
"S01017860",18,159,108,22,11,34,29,11,2,0,0,25,15,2,1,
"S01017861",11,142,99,18,7,11,28,12,0,0,2,34,16,8,0,
"S01017862",20,159,94,21,8,23,20,5,0,1,5,27,17,2,1,
"S01017863",29,103,54,11,3,21,31,6,1,1,10,23,5,0,0,
"S01017864",21,134,101,29,10,4,0,0,1,0,5,25,21,7,0,
"S01017865",22,96,70,11,4,41,48,23,4,2,11,14,8,3,0,
"S01017866",14,95,58,17,8,5,9,4,0,1,1,13,9,4,2,
"S01017867",16,115,84,17,7,10,23,5,0,0,2,8,12,0,0,
"S01017868",15,76,103,44,9,1,2,2,0,0,4,28,18,1,2,
"S01017869",26,107,99,39,23,15,52,14,1,0,6,25,11,5,1,
"S01017870",17,156,130,45,19,9,18,2,1,1,3,29,28,10,6,
"S01017871",8,103,77,29,14,11,20,7,2,0,12,34,21,5,4,
"S01017872",6,55,88,25,10,3,5,3,0,0,6,19,16,7,0,
"S01017873",8,77,75,31,8,9,0,2,0,0,4,17,10,3,0,
"S01017874",20,122,129,28,16,16,45,18,4,4,7,27,12,3,0,
"S01017875",17,138,145,51,14,0,1,3,0,0,4,24,9,3,3,
"S01017876",10,91,125,51,21,1,4,0,0,0,4,29,23,6,4,
"S01017877",17,79,60,9,5,32,47,14,1,0,2,15,1,1,0,
"S01017878",21,93,92,7,7,27,43,11,0,0,8,13,3,2,2,
"S01017879",12,104,89,28,1,1,14,5,1,1,3,12,8,2,1,
"S01017880",16,103,83,16,4,26,48,19,3,2,6,12,11,3,1,
"S01017881",6,97,96,19,9,21,28,15,4,1,5,5,5,3,2,
"S01017882",8,44,69,36,12,0,3,0,0,0,4,15,21,2,0,
"S01017883",20,91,64,12,8,10,26,5,2,0,2,14,10,1,1,
"S01017884",31,97,89,22,11,7,21,5,2,0,1,8,11,4,0,
"S01017885",14,85,42,12,6,38,81,22,4,2,3,8,7,0,0,
"S01017886",30,112,111,34,15,12,20,3,4,0,7,6,3,0,0,
"S01017887",16,69,53,18,8,39,46,12,3,0,8,16,6,1,0,
"S01017888",21,70,45,13,5,17,24,6,0,2,4,9,7,1,0,
"S01017889",23,63,28,4,5,87,55,7,0,0,22,28,6,2,0,
"S01017890",39,117,61,20,4,45,38,8,3,0,11,18,6,3,1,
"S01017891",29,138,56,15,9,65,47,10,4,0,41,61,22,4,0,
"S01017892",26,148,92,13,12,13,14,6,1,0,7,10,11,0,0,
"S01017893",21,134,102,36,23,40,58,13,0,0,14,25,10,4,0,
"S01017894",17,114,120,39,13,14,32,4,4,0,4,27,12,4,2,
"S01017895",7,158,175,33,15,10,21,5,0,0,7,30,20,8,4,
