SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","Total",
"Data Zone (2022)",
"S01015785",139,153,45,44,23,404,
"S01015786",183,103,48,42,20,396,
"S01015787",90,93,46,31,13,277,
"S01015788",227,135,56,26,7,451,
"S01015789",146,155,65,39,15,422,
"S01015790",224,128,81,44,13,490,
"S01015791",174,114,64,48,20,414,
"S01015792",53,65,47,70,26,257,
"S01015793",11,31,40,101,47,226,
"S01015794",44,94,64,62,29,293,
"S01015795",73,128,66,46,20,333,
"S01015796",77,103,63,59,18,320,
"S01015797",120,110,59,47,16,352,
"S01015798",72,133,55,50,20,328,
"S01015799",128,139,67,59,20,409,
"S01015800",53,95,49,54,5,259,
"S01015801",111,123,78,53,16,383,
"S01015802",82,115,66,65,20,348,
"S01015803",91,127,62,41,16,336,
"S01015804",86,125,78,60,23,369,
"S01015805",81,78,51,24,16,254,
"S01015806",103,93,46,35,11,289,
"S01015807",43,124,42,47,8,263,
"S01015808",45,107,33,61,20,266,
"S01015809",98,142,69,71,16,394,
"S01015810",81,127,56,72,10,344,
"S01015811",95,137,54,47,18,351,
"S01015812",62,125,54,48,12,301,
"S01015813",43,91,56,75,25,290,
"S01015814",83,160,48,45,9,345,
"S01015815",173,118,57,46,14,406,
"S01015816",220,146,56,30,14,466,
"S01015817",208,115,58,22,10,412,
"S01015818",50,78,42,39,11,224,
"S01015819",69,88,38,46,7,246,
"S01015820",167,96,27,24,12,324,
"S01015821",190,88,33,18,8,337,
"S01015822",172,89,27,31,12,331,
"S01015823",68,108,54,51,16,294,
"S01015824",211,110,47,33,12,413,
"S01015825",184,127,50,40,21,426,
"S01015826",157,113,39,48,27,380,
"S01015827",90,84,50,36,12,272,
"S01015828",106,74,36,22,13,251,
"S01015829",91,83,35,22,11,242,
"S01015830",86,119,62,39,7,312,
"S01015831",47,138,52,47,13,293,
"S01015832",180,130,62,60,21,451,
"S01015833",79,71,45,84,34,315,
"S01015834",62,95,52,64,26,299,
"S01015835",22,45,39,58,18,185,
"S01015836",44,62,40,48,23,217,
"S01015837",19,49,35,38,9,147,
"S01015838",158,139,60,48,29,434,
"S01015839",95,117,49,46,15,315,
"S01015840",125,113,49,36,14,332,
"S01015841",124,121,39,43,6,333,
"S01015842",106,103,60,33,10,312,
"S01015843",183,115,64,37,16,417,
"S01015844",106,98,37,33,12,287,
"S01015845",190,150,59,40,14,453,
"S01015846",60,120,50,44,10,284,
"S01015847",142,157,66,41,17,423,
"S01015848",85,112,45,28,8,277,
"S01015849",118,108,61,34,14,335,
"S01015850",128,129,59,55,13,387,
"S01015851",81,124,47,26,8,286,
"S01015852",201,130,52,47,14,443,
"S01015853",139,114,59,47,27,386,
"S01015854",111,159,79,68,20,433,
"S01015855",58,75,37,41,12,223,
"S01015856",74,77,34,20,12,210,
"S01015857",47,76,57,73,24,276,
"S01015858",68,81,38,29,14,231,
"S01015859",83,100,49,45,28,304,
"S01015860",90,152,58,32,21,349,
"S01015861",101,134,72,50,21,378,
"S01015862",98,125,64,34,27,352,
"S01015863",119,117,74,42,14,366,
"S01015864",66,112,69,65,21,336,
"S01015865",29,122,57,46,9,260,
"S01015866",46,103,41,37,8,237,
"S01015867",165,148,49,23,14,399,
"S01015868",87,92,43,27,8,259,
"S01015869",68,95,55,34,10,262,
"S01015870",74,94,32,25,4,226,
"S01015871",165,112,50,32,10,369,
"S01015872",146,153,52,35,11,400,
"S01015873",167,100,47,40,17,371,
"S01015874",98,115,36,22,7,278,
"S01015875",35,64,35,34,4,172,
"S01015876",26,69,36,27,4,169,
"S01015877",72,121,36,33,7,273,
"S01015878",305,176,35,24,7,550,
"S01015879",96,105,39,40,9,289,
"S01015880",291,127,30,24,11,486,
"S01015881",281,161,58,28,9,537,
"S01015882",182,118,39,23,10,370,
"S01015883",169,92,43,30,18,348,
"S01015884",225,127,51,35,16,454,
"S01015885",78,85,21,21,5,210,
"S01015886",107,117,46,57,36,363,
"S01015887",90,130,57,69,15,362,
"S01015888",198,155,50,45,20,468,
"S01015889",102,110,64,47,22,344,
"S01015890",53,109,57,41,15,275,
"S01015891",110,109,58,43,14,334,
"S01015892",108,109,69,53,37,376,
"S01015893",54,90,55,57,26,282,
"S01015894",66,104,60,59,16,306,
"S01015895",74,120,39,41,28,302,
"S01015896",77,94,66,41,27,305,
"S01015897",131,94,35,21,17,303,
"S01015898",125,124,52,34,19,354,
"S01015899",93,89,35,23,7,254,
"S01015900",153,99,30,23,16,314,
"S01015901",219,156,47,28,17,468,
"S01015902",69,122,52,31,19,293,
"S01015903",96,90,52,41,23,302,
"S01015904",64,81,51,36,16,248,
"S01015905",92,106,48,43,14,300,
"S01015906",38,66,53,47,25,226,
"S01015907",120,119,40,24,10,313,
"S01015908",185,181,81,64,10,521,
"S01015909",42,77,36,51,6,212,
"S01015910",87,148,52,65,20,372,
"S01015911",135,119,49,34,12,349,
"S01015912",132,112,40,30,9,321,
"S01015913",66,123,46,30,10,273,
"S01015914",47,58,45,34,43,230,
"S01015915",112,112,72,37,28,362,
"S01015916",96,81,43,38,27,284,
"S01015917",113,94,28,28,7,270,
"S01015918",150,167,45,33,12,402,
"S01015919",74,117,47,33,12,285,
"S01015920",53,102,58,72,16,298,
"S01015921",42,104,45,45,22,254,
"S01015922",36,91,67,72,15,279,
"S01015923",145,146,66,37,11,415,
"S01015924",177,118,55,28,15,392,
"S01015925",152,117,59,47,22,393,
"S01015926",84,148,59,45,16,352,
"S01015927",90,114,55,29,12,303,
"S01015928",62,104,64,47,23,298,
"S01015929",17,65,55,84,21,242,
"S01015930",65,76,79,74,19,311,
"S01015931",46,82,61,66,19,278,
"S01015932",116,145,66,42,16,383,
"S01015933",133,146,47,42,17,385,
"S01015934",39,63,35,40,15,194,
"S01015935",88,74,33,32,7,237,
"S01015936",157,128,29,47,9,367,
"S01015937",75,119,58,39,11,305,
"S01015938",45,85,38,56,9,233,
"S01015939",79,110,35,33,8,265,
"S01015940",129,133,54,46,15,370,
"S01015941",73,104,40,41,12,277,
"S01015942",58,81,40,58,23,259,
"S01015943",76,138,54,43,11,318,
"S01015944",48,115,24,29,9,225,
"S01015945",70,128,33,35,15,281,
"S01015946",27,79,59,78,30,273,
"S01015947",66,140,62,84,17,371,
"S01015948",57,123,37,41,11,269,
"S01015949",61,117,46,49,6,279,
"S01015950",56,86,32,18,3,195,
"S01015951",100,174,53,83,20,430,
"S01015952",20,74,30,29,15,172,
"S01015953",73,143,51,46,12,325,
"S01015954",95,166,59,53,23,400,
"S01015955",95,159,37,48,20,357,
"S01015956",115,191,56,74,17,455,
"S01015957",37,94,45,40,18,242,
"S01015958",34,61,45,41,13,196,
"S01015959",75,132,50,53,5,317,
"S01015960",131,138,43,40,12,364,
"S01015961",140,157,67,65,14,440,
"S01015962",67,103,36,47,18,272,
"S01015963",164,135,55,48,24,423,
"S01015964",216,102,33,21,9,381,
"S01015965",154,171,42,30,8,405,
"S01015966",218,126,47,40,15,445,
"S01015967",115,121,51,36,14,340,
"S01015968",109,132,55,35,27,355,
"S01015969",72,121,48,44,18,305,
"S01015970",99,91,30,19,10,249,
"S01015971",94,100,54,65,14,327,
"S01015972",141,179,46,47,17,434,
"S01015973",97,141,34,34,8,312,
"S01015974",101,149,60,56,34,400,
"S01015975",89,157,38,38,12,325,
"S01015976",176,156,35,33,19,419,
"S01015977",171,124,35,33,10,374,
"S01015978",219,110,22,27,3,381,
"S01015979",38,106,42,54,17,257,
"S01015980",10,42,41,62,15,170,
"S01015981",46,72,46,46,14,220,
"S01015982",129,136,59,82,23,427,
"S01015983",99,146,48,51,12,352,
"S01015984",111,103,52,31,26,321,
"S01015985",80,81,42,31,10,241,
"S01015986",65,97,33,27,12,231,
"S01015987",66,138,38,41,19,301,
"S01015988",99,176,58,65,25,420,
"S01015989",103,123,46,40,13,318,
"S01015990",160,164,63,45,18,446,
"S01015991",96,128,45,41,21,327,
"S01015992",72,125,45,30,16,286,
"S01015993",33,102,42,51,18,246,
"S01015994",37,77,33,39,13,198,
"S01015995",33,67,56,51,17,220,
"S01015996",36,64,58,63,14,235,
"S01015997",65,80,56,76,15,292,
"S01015998",84,133,46,42,17,325,
"S01015999",136,123,40,30,13,339,
"S01016000",89,112,53,42,18,317,
"S01016001",107,106,48,51,22,329,
"S01016002",155,142,55,54,19,427,
"S01016003",140,84,34,24,9,291,
"S01016004",157,135,50,38,19,397,
"S01016005",154,164,33,35,9,395,
"S01016006",85,105,66,43,14,311,
"S01016007",34,66,38,47,19,203,
"S01016008",57,114,66,62,21,320,
"S01016009",124,66,50,45,18,299,
"S01016010",65,107,69,55,35,331,
"S01016011",171,94,41,24,23,353,
"S01016012",124,115,48,38,24,351,
"S01016013",90,152,57,56,14,365,
"S01016014",83,137,86,66,21,393,
"S01016015",102,116,57,45,12,335,
"S01016016",110,138,49,71,22,390,
"S01016017",125,91,44,26,8,293,
"S01016018",48,71,24,25,8,175,
"S01016019",86,124,51,33,7,297,
"S01016020",62,98,35,36,8,236,
"S01016021",57,120,66,63,12,320,
"S01016022",62,109,36,27,6,241,
"S01016023",226,98,48,26,14,413,
"S01016024",196,127,58,29,18,428,
"S01016025",84,61,33,23,9,204,
"S01016026",102,103,28,36,13,278,
"S01016027",181,141,57,44,14,437,
"S01016028",200,70,21,13,8,315,
"S01016029",318,84,27,15,6,450,
"S01016030",111,78,60,41,17,307,
"S01016031",48,77,45,40,17,227,
"S01016032",88,124,83,62,36,398,
"S01016033",24,66,39,56,14,195,
"S01016034",169,111,56,38,17,392,
"S01016035",130,126,28,30,14,326,
"S01016036",24,58,49,24,6,161,
"S01016037",171,175,76,38,26,481,
"S01016038",102,73,50,28,27,280,
"S01016039",75,110,69,74,34,359,
"S01016040",77,80,63,54,19,289,
"S01016041",159,132,66,51,25,433,
"S01016042",149,113,59,52,14,387,
"S01016043",60,49,42,89,42,278,
"S01016044",52,54,45,63,32,244,
"S01016045",146,124,42,61,36,411,
"S01016046",234,158,43,49,27,505,
"S01016047",109,105,46,57,16,333,
"S01016048",66,76,33,46,18,239,
"S01016049",7,21,42,64,29,163,
"S01016050",33,49,48,50,25,205,
"S01016051",40,94,61,64,36,297,
"S01016052",38,88,70,54,36,286,
"S01016053",81,65,26,37,21,233,
"S01016054",142,79,63,39,23,346,
"S01016055",178,81,46,37,12,348,
"S01016056",51,53,40,61,28,235,
"S01016057",38,51,57,60,34,240,
"S01016058",47,73,37,43,13,219,
"S01016059",79,114,45,48,22,308,
"S01016060",20,63,41,53,23,200,
"S01016061",88,110,43,61,35,337,
"S01016062",72,118,59,68,23,332,
"S01016063",94,136,41,62,37,369,
"S01016064",81,160,50,71,39,401,
"S01016065",54,131,54,78,39,357,
"S01016066",181,143,50,82,34,489,
"S01016067",97,89,55,52,18,310,
"S01016068",65,102,34,29,15,240,
"S01016069",82,118,65,71,26,361,
"S01016070",52,80,39,59,27,252,
"S01016071",62,96,56,69,25,308,
"S01016072",71,86,56,63,33,302,
"S01016073",27,44,55,52,18,196,
"S01016074",9,25,33,51,24,144,
"S01016075",42,56,21,31,16,169,
"S01016076",33,42,32,50,29,186,
"S01016077",49,51,39,74,41,254,
"S01016078",124,83,41,51,22,315,
"S01016079",98,96,60,72,25,355,
"S01016080",96,102,41,31,18,288,
"S01016081",137,115,37,38,19,345,
"S01016082",73,80,38,51,16,258,
"S01016083",50,151,59,66,19,348,
"S01016084",46,92,45,28,12,228,
"S01016085",33,55,40,83,23,234,
"S01016086",123,69,43,50,7,288,
"S01016087",92,89,47,45,29,301,
"S01016088",89,79,50,44,13,279,
"S01016089",74,110,32,46,15,277,
"S01016090",151,119,46,48,26,390,
"S01016091",149,99,51,42,16,359,
"S01016092",118,86,48,44,8,308,
"S01016093",69,67,53,47,19,252,
"S01016094",122,79,24,44,29,298,
"S01016095",68,95,52,60,17,293,
"S01016096",63,94,42,59,22,280,
"S01016097",35,79,62,59,24,263,
"S01016098",56,85,52,71,17,281,
"S01016099",38,87,59,71,19,274,
"S01016100",47,67,39,34,17,206,
"S01016101",80,77,44,77,18,292,
"S01016102",124,110,53,84,24,395,
"S01016103",44,73,26,32,24,199,
"S01016104",27,76,58,60,12,235,
"S01016105",35,69,52,63,11,230,
"S01016106",68,86,59,82,24,320,
"S01016107",24,57,36,46,11,174,
"S01016108",94,132,64,71,18,379,
"S01016109",47,83,31,67,16,244,
"S01016110",99,141,51,48,14,346,
"S01016111",51,85,48,34,11,233,
"S01016112",60,83,48,41,7,239,
"S01016113",125,106,23,44,6,308,
"S01016114",53,78,38,63,14,243,
"S01016115",129,94,30,64,26,346,
"S01016116",57,115,63,61,33,329,
"S01016117",128,111,44,57,10,350,
"S01016118",38,75,58,90,19,280,
"S01016119",35,59,37,35,18,184,
"S01016120",132,100,29,35,23,318,
"S01016121",48,117,49,67,33,313,
"S01016122",57,92,36,45,19,250,
"S01016123",97,83,27,25,7,240,
"S01016124",61,89,37,50,26,263,
"S01016125",123,113,48,61,28,377,
"S01016126",33,87,27,28,24,199,
"S01016127",49,93,33,36,24,239,
"S01016128",33,73,37,48,19,210,
"S01016129",81,116,51,65,25,342,
"S01016130",45,82,47,57,35,267,
"S01016131",241,103,40,56,27,467,
"S01016132",172,71,23,20,13,295,
"S01016133",94,64,42,37,20,252,
"S01016134",161,124,61,37,21,404,
"S01016135",155,89,36,23,16,323,
"S01016136",68,72,33,47,20,237,
"S01016137",94,65,34,54,34,284,
"S01016138",61,71,30,27,17,199,
"S01016139",37,52,30,38,31,191,
"S01016140",109,91,53,54,32,342,
"S01016141",179,117,56,44,29,425,
"S01016142",145,154,55,37,18,412,
"S01016143",68,99,55,39,26,287,
"S01016144",136,91,48,24,1,303,
"S01016145",153,89,52,27,19,340,
"S01016146",78,90,34,23,17,239,
"S01016147",72,111,35,30,6,251,
"S01016148",90,115,39,38,7,289,
"S01016149",55,66,45,32,18,216,
"S01016150",116,70,33,27,16,262,
"S01016151",186,121,57,32,12,405,
"S01016152",87,105,51,57,23,323,
"S01016153",49,76,41,50,14,234,
"S01016154",40,147,77,41,11,312,
"S01016155",91,104,80,42,11,328,
"S01016156",106,116,44,23,18,307,
"S01016157",69,127,50,39,16,301,
"S01016158",90,101,42,17,10,260,
"S01016159",134,76,37,39,17,299,
"S01016160",120,106,46,48,11,329,
"S01016161",43,110,65,79,30,327,
"S01016162",117,128,78,42,13,380,
"S01016163",61,101,43,36,9,250,
"S01016164",76,113,32,18,8,253,
"S01016165",81,80,25,18,10,214,
"S01016166",49,70,35,28,13,198,
"S01016167",79,106,57,37,21,297,
"S01016168",74,99,55,44,18,290,
"S01016169",71,104,38,16,6,239,
"S01016170",127,150,56,53,17,403,
"S01016171",61,116,46,24,3,256,
"S01016172",34,83,65,70,17,269,
"S01016173",150,124,64,34,19,385,
"S01016174",168,170,67,38,15,458,
"S01016175",114,109,35,17,9,281,
"S01016176",66,95,39,38,16,254,
"S01016177",100,83,37,26,10,248,
"S01016178",117,136,39,36,11,341,
"S01016179",61,93,71,63,24,312,
"S01016180",32,85,73,77,21,291,
"S01016181",95,117,38,40,10,300,
"S01016182",70,87,52,32,4,248,
"S01016183",42,89,77,80,15,302,
"S01016184",27,48,67,97,30,271,
"S01016185",194,127,46,42,7,412,
"S01016186",32,59,40,72,21,226,
"S01016187",25,78,81,66,19,262,
"S01016188",42,113,91,97,16,359,
"S01016189",51,86,75,113,23,345,
"S01016190",88,159,73,55,29,405,
"S01016191",101,96,35,25,12,273,
"S01016192",87,95,52,33,18,281,
"S01016193",126,122,36,37,21,342,
"S01016194",70,136,36,36,15,290,
"S01016195",164,170,56,47,10,446,
"S01016196",118,105,66,77,24,390,
"S01016197",84,123,63,59,15,344,
"S01016198",39,85,28,28,11,191,
"S01016199",159,111,59,22,7,360,
"S01016200",192,124,55,32,13,420,
"S01016201",111,128,75,42,20,374,
"S01016202",81,75,83,51,31,323,
"S01016203",70,122,31,15,5,243,
"S01016204",142,123,48,29,12,357,
"S01016205",117,113,47,44,16,340,
"S01016206",95,103,33,29,6,266,
"S01016207",84,133,64,43,12,335,
"S01016208",95,137,44,30,6,315,
"S01016209",57,131,40,29,10,267,
"S01016210",95,96,40,33,8,273,
"S01016211",132,143,54,36,13,378,
"S01016212",64,108,34,24,10,239,
"S01016213",134,144,48,29,16,375,
"S01016214",98,124,67,33,21,339,
"S01016215",94,101,32,30,4,261,
"S01016216",46,102,24,13,5,190,
"S01016217",141,116,57,26,16,353,
"S01016218",38,73,58,39,10,219,
"S01016219",74,104,57,46,18,299,
"S01016220",71,75,49,33,12,237,
"S01016221",130,165,49,44,22,408,
"S01016222",48,82,50,30,10,223,
"S01016223",51,75,35,38,13,212,
"S01016224",101,121,35,20,6,287,
"S01016225",128,79,46,28,14,292,
"S01016226",105,84,56,29,17,291,
"S01016227",242,136,37,18,6,439,
"S01016228",56,51,33,24,6,170,
"S01016229",85,98,44,26,13,264,
"S01016230",145,96,31,13,10,288,
"S01016231",100,124,56,39,15,334,
"S01016232",145,111,41,21,15,337,
"S01016233",151,160,49,34,8,399,
"S01016234",99,98,42,24,6,271,
"S01016235",86,89,35,47,21,277,
"S01016236",32,83,67,82,25,289,
"S01016237",142,145,50,39,18,397,
"S01016238",174,63,22,6,3,262,
"S01016239",187,106,30,25,6,357,
"S01016240",290,112,38,26,7,473,
"S01016241",302,99,38,18,11,468,
"S01016242",170,130,54,33,25,409,
"S01016243",91,86,68,33,17,291,
"S01016244",55,68,59,46,21,250,
"S01016245",195,62,25,21,5,308,
"S01016246",139,167,68,41,13,432,
"S01016247",180,190,57,41,7,478,
"S01016248",149,131,41,42,14,376,
"S01016249",446,140,3,0,0,589,
"S01016250",229,161,32,38,5,468,
"S01016251",320,116,14,7,2,459,
"S01016252",151,74,20,18,4,267,
"S01016253",153,194,50,49,10,454,
"S01016254",89,81,27,24,7,231,
"S01016255",71,112,42,36,7,267,
"S01016256",138,123,82,36,16,402,
"S01016257",83,81,39,28,11,238,
"S01016258",105,66,17,14,9,215,
"S01016259",184,91,31,19,6,331,
"S01016260",160,98,54,12,9,337,
"S01016261",273,117,41,11,5,445,
"S01016262",131,74,29,22,7,256,
"S01016263",96,124,75,35,13,345,
"S01016264",98,109,52,41,18,316,
"S01016265",165,111,37,21,9,341,
"S01016266",59,63,35,28,18,204,
"S01016267",124,123,35,24,4,310,
"S01016268",242,116,46,22,13,440,
"S01016269",121,100,51,27,5,306,
"S01016270",134,77,47,36,10,302,
"S01016271",73,111,49,42,9,284,
"S01016272",71,136,49,45,11,310,
"S01016273",15,48,41,45,11,161,
"S01016274",47,130,63,56,12,308,
"S01016275",88,175,78,68,22,427,
"S01016276",129,122,58,32,19,361,
"S01016277",115,108,58,34,21,336,
"S01016278",70,90,40,42,9,255,
"S01016279",169,163,63,50,23,469,
"S01016280",103,112,53,51,16,332,
"S01016281",126,167,56,52,19,420,
"S01016282",40,118,40,45,14,257,
"S01016283",125,142,53,41,17,381,
"S01016284",109,146,44,42,26,365,
"S01016285",73,103,53,54,24,307,
"S01016286",65,84,41,35,12,237,
"S01016287",100,141,61,45,26,376,
"S01016288",114,98,59,45,14,334,
"S01016289",47,104,47,44,12,258,
"S01016290",22,102,54,77,19,265,
"S01016291",25,61,48,80,21,239,
"S01016292",80,94,49,31,6,261,
"S01016293",72,119,87,78,25,381,
"S01016294",67,91,72,117,26,373,
"S01016295",67,145,52,44,11,319,
"S01016296",118,106,63,49,14,346,
"S01016297",101,99,44,30,12,289,
"S01016298",17,69,52,58,15,208,
"S01016299",68,76,44,33,7,228,
"S01016300",80,130,39,34,15,298,
"S01016301",71,82,42,42,6,243,
"S01016302",28,65,64,92,21,270,
"S01016303",88,142,57,41,23,351,
"S01016304",77,92,44,34,13,258,
"S01016305",36,69,30,40,13,187,
"S01016306",96,118,68,47,31,362,
"S01016307",94,117,74,51,16,352,
"S01016308",101,176,47,46,4,371,
"S01016309",118,142,43,30,6,340,
"S01016310",155,145,40,20,6,369,
"S01016311",107,120,45,22,7,303,
"S01016312",143,142,33,20,5,343,
"S01016313",48,90,25,29,5,197,
"S01016314",52,87,43,26,5,218,
"S01016315",132,145,41,29,10,359,
"S01016316",113,106,54,33,12,318,
"S01016317",106,151,66,71,18,412,
"S01016318",179,119,50,41,21,406,
"S01016319",186,145,69,35,7,449,
"S01016320",109,83,55,25,16,288,
"S01016321",130,150,50,34,10,374,
"S01016322",120,106,45,20,5,296,
"S01016323",108,98,28,20,8,262,
"S01016324",72,78,52,27,8,237,
"S01016325",73,64,41,28,5,211,
"S01016326",107,106,33,29,10,281,
"S01016327",104,104,54,31,5,299,
"S01016328",99,102,32,21,7,261,
"S01016329",284,142,49,19,2,497,
"S01016330",142,148,38,30,6,364,
"S01016331",201,84,33,13,2,328,
"S01016332",155,67,30,15,16,283,
"S01016333",259,163,38,25,16,501,
"S01016334",172,175,62,51,10,468,
"S01016335",147,86,33,21,6,292,
"S01016336",98,84,29,30,10,254,
"S01016337",179,134,79,42,15,448,
"S01016338",186,131,71,49,15,449,
"S01016339",74,94,32,23,5,235,
"S01016340",139,135,51,36,14,378,
"S01016341",119,121,51,30,6,333,
"S01016342",209,116,52,32,15,428,
"S01016343",188,75,32,17,10,321,
"S01016344",197,103,51,59,17,430,
"S01016345",121,118,46,34,9,330,
"S01016346",109,129,74,62,15,393,
"S01016347",105,150,61,42,5,363,
"S01016348",93,165,55,33,12,352,
"S01016349",142,129,68,35,15,387,
"S01016350",113,162,80,62,20,433,
"S01016351",89,117,46,39,11,300,
"S01016352",184,114,65,26,17,411,
"S01016353",96,86,46,35,12,274,
"S01016354",74,89,33,21,8,226,
"S01016355",40,102,77,75,23,317,
"S01016356",89,90,36,15,7,237,
"S01016357",151,120,44,32,28,375,
"S01016358",227,86,32,22,10,378,
"S01016359",71,92,31,20,1,217,
"S01016360",171,114,32,24,8,355,
"S01016361",80,131,35,32,10,292,
"S01016362",84,159,59,57,15,374,
"S01016363",178,156,55,59,16,464,
"S01016364",175,101,46,22,8,354,
"S01016365",123,78,43,21,7,276,
"S01016366",157,168,75,62,9,472,
"S01016367",80,118,42,26,6,272,
"S01016368",164,178,69,56,10,478,
"S01016369",146,147,56,36,8,393,
"S01016370",148,160,36,24,7,375,
"S01016371",120,102,70,46,29,367,
"S01016372",154,94,41,29,9,324,
"S01016373",70,174,49,38,12,351,
"S01016374",80,86,51,42,24,283,
"S01016375",92,91,32,38,9,262,
"S01016376",42,72,39,43,12,208,
"S01016377",57,94,36,15,12,218,
"S01016378",97,146,76,54,19,392,
"S01016379",82,104,41,25,10,259,
"S01016380",103,230,69,52,20,474,
"S01016381",81,87,51,33,8,263,
"S01016382",124,134,56,30,20,368,
"S01016383",140,138,66,48,18,405,
"S01016384",139,137,47,35,10,369,
"S01016385",122,149,40,34,10,353,
"S01016386",64,95,51,40,19,271,
"S01016387",77,121,64,49,2,315,
"S01016388",104,122,72,37,20,353,
"S01016389",142,137,44,33,8,361,
"S01016390",96,158,43,33,9,337,
"S01016391",141,182,50,42,21,436,
"S01016392",113,163,38,52,11,377,
"S01016393",75,128,21,40,13,281,
"S01016394",119,178,53,44,14,410,
"S01016395",27,70,32,35,8,172,
"S01016396",81,89,35,23,10,241,
"S01016397",107,112,44,29,16,303,
"S01016398",66,110,65,33,21,295,
"S01016399",69,125,41,25,1,263,
"S01016400",45,81,29,27,4,187,
"S01016401",85,136,62,43,12,336,
"S01016402",342,126,36,27,5,542,
"S01016403",257,174,70,46,23,566,
"S01016404",187,84,34,17,4,326,
"S01016405",359,182,65,32,7,646,
"S01016406",225,119,46,27,14,431,
"S01016407",130,127,54,43,8,367,
"S01016408",127,153,72,53,30,435,
"S01016409",198,126,41,36,8,407,
"S01016410",311,179,70,41,14,613,
"S01016411",324,208,55,22,17,630,
"S01016412",197,87,23,15,4,326,
"S01016413",231,122,36,30,7,426,
"S01016414",134,163,46,37,15,392,
"S01016415",55,83,56,46,38,278,
"S01016416",196,119,47,23,12,402,
"S01016417",152,68,26,24,14,284,
"S01016418",43,102,43,31,14,233,
"S01016419",115,81,50,31,7,284,
"S01016420",93,126,48,36,12,319,
"S01016421",67,150,50,52,11,326,
"S01016422",54,102,31,36,10,236,
