England and Wales Code,England and Wales,National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Household size (5 categories) Code,Household size (5 categories),Car or van availability (5 categories) Code,Car or van availability (5 categories),Accommodation type (5 categories) Code,Accommodation type (5 categories),Tenure of household (5 categories) Code,Tenure of household (5 categories),Observation
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,624
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,3062
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,1311
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,2725
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,76
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,28
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,2
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,2,2 cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,21
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,0,Owned: Owns outright,32989
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,81377
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,2,Rented: Social rented,178
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,1,Whole house or bungalow: Detached,3,Private rented or lives rent free,4774
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,0,Owned: Owns outright,12903
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,1,Owned: Owns with a mortgage or loan or shared ownership,36094
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,2,Rented: Social rented,1551
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,2,Whole house or bungalow: Semi-detached,3,Private rented or lives rent free,3154
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,0,Owned: Owns outright,4145
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,1,Owned: Owns with a mortgage or loan or shared ownership,11699
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,2,Rented: Social rented,1183
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,3,Whole house or bungalow: Terraced,3,Private rented or lives rent free,2131
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",0,Owned: Owns outright,216
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",1,Owned: Owns with a mortgage or loan or shared ownership,478
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",2,Rented: Social rented,199
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,4,"Flat, maisonette or apartment",3,Private rented or lives rent free,509
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,-8,Does not apply,0
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,0,Owned: Owns outright,67
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,1,Owned: Owns with a mortgage or loan or shared ownership,20
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,2,Rented: Social rented,1
K04000001,England and Wales,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4,4 or more people in household,3,3 or more cars or vans in household,5,A caravan or other mobile or temporary structure,3,Private rented or lives rent free,18
K04000001,England and Wales,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0,0 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,-8,Does not apply,0
K04000001,England and Wales,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0,0 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,0,Owned: Owns outright,0
K04000001,England and Wales,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0,0 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,1,Owned: Owns with a mortgage or loan or shared ownership,0
K04000001,England and Wales,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0,0 people in household,-8,Does not apply,1,Whole house or bungalow: Detached,2,Rented: Social rented,0
